type,name,url,poster_url,description,rating,genre,datePublished,keywords,duration,actors,director,creator
Movie,Kuch Kuch Hota Hai,https://www.imdb.com/title/tt0172684/,https://m.media-amazon.com/images/M/MV5BNGNhNWMwNTgtZmNlOS00OGM3LWIxYzItOWQwZDJjMzQ3MzRlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"During their college years, Anjali was in love with her best-friend Rahul, but he had eyes only for Tina. Years later, Rahul and the now-deceased Tina&apos;s eight-year-old daughter attempts to reunite her father and Anjali.",7.5,Comedy | Drama | Musical,1998-10-16,"best friend,tomboy,principal,male female relationship,heartbreak",PT2H57M,Shah Rukh Khan | Kajol | Rani Mukerji,Karan Johar,Karan Johar
Movie,Satya,https://www.imdb.com/title/tt0195231/,https://m.media-amazon.com/images/M/MV5BMTMwMjk3MzA2OF5BMl5BanBnXkFtZTcwNjU2ODgzMQ@@._V1_.jpg,,8.3,Action | Crime | Drama,1998-07-03,"policeman,investigation,shooting,gang,underworld",PT2H50M,J.D. Chakravarthi | Manoj Bajpayee | Urmila Matondkar,Ram Gopal Varma,Anurag Kashyap | Saurabh Shukla | Kona Venkat
TVSeries,C.I.D.,https://www.imdb.com/title/tt0401916/,https://m.media-amazon.com/images/M/MV5BNjM2N2M4YWMtYWE2OS00YzlmLThlZDEtOGZkMTQ5MzgwMTI5XkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_.jpg,A group of officers who work for the Crime Investigation Department of the police force seek the help of a professional forensic expert and solve various criminal cases.,6.8,Crime | Drama | Mystery,1998-01-21,"acronym in title,murder,detective,investigation",,Shivaji Satam | Dayanand Shetty | Dinesh Phadnis,,B.P. Singh
Movie,Earth,https://www.imdb.com/title/tt0150433/,https://m.media-amazon.com/images/M/MV5BYjQ3ZGIzNzEtZTI2Mi00MGY1LWFjNWUtMTVlODIzYTNiMjE5XkEyXkFqcGdeQXVyODI3ODI2ODI@._V1_.jpg,It&apos;s 1947 and the borderlines between India and Pakistan are being drawn. A young girl witnesses tragedy as her ayah (nanny) is caught between the love of two men and the rising tide of political and religious violence.,7.6,Drama | Romance | War,1999-09-10,"second part,crying,limping,sex scene,8 year old",PT1H50M,Aamir Khan | Nandita Das | Rahul Khanna,Deepa Mehta,Deepa Mehta | Bapsi Sidhwa
Movie,Duplicate,https://www.imdb.com/title/tt0164550/,https://m.media-amazon.com/images/M/MV5BYzkyZGRkYjEtZGJlNS00YzQ4LWJiNWYtMThhM2VlMWJmMzRiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,,5.5,Action | Comedy | Crime,1998-05-08,"stripped,stripped male,man stripped,stripped shirt,clothes stripped off",PT2H44M,Shah Rukh Khan | Juhi Chawla | Sonali Bendre,Mahesh Bhatt,Robin Bhatt | Akash Khurana | Javed Siddiqui
Movie,Ghulam,https://www.imdb.com/title/tt0190419/,https://m.media-amazon.com/images/M/MV5BZDI3ZDVkMTMtMjVlYi00MTdjLTllNzUtMjFhZjExZmQ0MDA5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,,7.2,Action | Crime | Drama,1998-06-19,"remake of american film,gangster,father son relationship,attempted murder,villain",PT2H42M,Aamir Khan | Rani Mukerji | Rajit Kapoor,Vikram Bhatt,Anjum Rajabali
Movie,Zakhm,https://www.imdb.com/title/tt0211126/,https://m.media-amazon.com/images/M/MV5BYmI3N2E0NDQtZjA5NS00ZmI3LTkyMzQtYjU5NDdjODZmMDllXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"Amidst religious riots, a son deals with his mother&apos;s life-threatening injuries, and her last request.",7.9,Drama,1998-12-25,"father son relationship,single mother,nonlinear timeline,husband wife relationship,mother son relationship",PT2H5M,Ajay Devgn | Pooja Bhatt | Nagarjuna Akkineni,Mahesh Bhatt,Mahesh Bhatt | Tanuja Chandra | Girish Dhamija
Movie,Dushman,https://www.imdb.com/title/tt0189492/,https://m.media-amazon.com/images/M/MV5BMDY1ZDcyZWQtZTdlNS00ZmE3LTllMzItNWQ4YjViY2M2YTcwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,A woman goes on a hunt to find her twin sister&apos;s rapist and murderer.,6.8,Crime | Drama | Thriller,1998-05-29,"rape,revenge,rape and revenge,twin sister,rapist",PT2H25M,Kajol | Sanjay Dutt | Ashutosh Rana,Tanuja Chandra,Mahesh Bhatt | Sachin Bhowmick | Girish Dhamija
Movie,Wajood,https://www.imdb.com/title/tt0287111/,https://m.media-amazon.com/images/M/MV5BZWJiOThiNTgtMWU4Ny00ODdiLThlNzktMGE3NjQ1OGNmN2Y0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,"This story revolves around Malhar Gopaldas Agnihotri, a out-of-work actor, poor, and dependent on his father, who is heading for retirement. Malhar knows that he can act, very well indeed, all he needs is some encouragement, and s...",6.9,Action | Crime | Drama,1998-12-11,"unrequited love,love triangle,journalist,actor,anti hero",PT3H,Nana Patekar | Madhuri Dixit | Mukul Dev,N. Chandra,N. Chandra | Kamlesh Pandey
Movie,China Gate,https://www.imdb.com/title/tt0210609/,https://m.media-amazon.com/images/M/MV5BNmQzZGI1ODAtMTMzNS00MGQ5LWIzYmYtZmMyOGNkN2VmOTFkXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,,6.6,Action | Adventure | Drama,1998-11-27,"bandit,colonel,cowardice,vulture,considering suicide",PT2H55M,Om Puri | Amrish Puri | Naseeruddin Shah,Rajkumar Santoshi,Vijay Deveshwar | K.K. Raina | Anjum Rajabali
Movie,Soldier,https://www.imdb.com/title/tt0211634/,https://m.media-amazon.com/images/M/MV5BMTcyMTc1OTczMV5BMl5BanBnXkFtZTcwNzE2ODgzMQ@@._V1_.jpg,The story follows a young man (Bobby Deol) who flees India and arrives in Australia seeking vengence for something that started in India. In Australia he meets and falls in love with the daughter of a rich and powerful man(Suresh ...,6.3,Action | Drama | Musical,1998-10-12,"traitor,australia,vulture,desert,revenge",PT2H36M,Bobby Deol | Preity G Zinta | Rakhee Gulzar,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,Sachin Bhowmick | Shyam Goel | Javed Siddiqui
Movie,Bandhan,https://www.imdb.com/title/tt0273452/,https://m.media-amazon.com/images/M/MV5BOTcxNzM5NTE2NF5BMl5BanBnXkFtZTgwNzM1NDk5NTE@._V1_.jpg,A united household is shaken to the core when Raju&apos;s (Salman Khan&apos;s) brother-in-law marries a prostitute.,4.8,Action | Drama | Romance,1998-10-02,"sororicide,adulterous husband,prostitute,brother sister relationship,stabbed to death",PT2H34M,Jackie Shroff | Salman Khan | Rambha,K. Muralimohana Rao | Rajesh Malik,Anwar Khan
Movie,Train to Pakistan,https://www.imdb.com/title/tt0170704/,https://m.media-amazon.com/images/M/MV5BMzI2NThjODMtZjAyMy00MjViLWFmNTUtOTE5ZDk1NDNjY2E0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,Seen from the eyes of Hukum Chand the District Magistrate it is an account of the turmoil faced by the inhabitants of village Mano Majra in Punjab on the Indo-Pak border during the period of partition after India attained independ...,6.6,Drama | War,1998-11-06,"premarital sex,lust,male nudity,male rear nudity,title directed by female",PT1H51M,Mohan Agashe | Nirmal Pandey | Rajit Kapoor,Pamela Rooks,Pamela Rooks | Khushwant Singh
Movie,Bade Miyan Chote Miyan,https://www.imdb.com/title/tt0118673/,https://m.media-amazon.com/images/M/MV5BMWMyZTVmY2MtY2QwOC00YTA3LTllNjAtNThkN2JkYzlhNTM0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,,5.9,Action | Comedy | Musical,1998-10-16,"police,police station,police inspector,prison cell,diamond",PT2H20M,Amitabh Bachchan | Govinda | Raveena Tandon,David Dhawan,Rumi Jaffery
Movie,Jab Pyaar Kisise Hota Hai,https://www.imdb.com/title/tt0182251/,https://m.media-amazon.com/images/M/MV5BMDk2NzEzNWMtOGYzYy00MjU5LTkxYjItYzdmYmMzODQ4MTI2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"A Playboy&apos;s past catches up with him, when he wants to get married",5.9,Comedy | Drama | Romance,1998-05-22,"love,boy,womanizer,illegitimate son,father son relationship",PT2H34M,Salman Khan | Twinkle Khanna | Johny Lever,Deepak Sareen,Honey Irani | Javed Siddiqui
Movie,Maharaja,https://www.imdb.com/title/tt0119596/,https://m.media-amazon.com/images/M/MV5BNDJmZTdkZjQtM2Y2My00MTNiLWI2OTgtMTVkNWJmYzZkYmZjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"Fearing his death, Ranbir Singh (Salim Ghouse) decides to kill Kohinoor when he is a child, in vain though. After 20 years Kohinoor (Govinda) returns to claim his rightful place in the kingdom. He has developed advanced powers ove...",4.1,Action | Adventure | Comedy,1998-09-04,"one word title,kiss,jungle,rescue,murder",PT2H44M,Govinda | Manisha Koirala | Raj Babbar,Anil Sharma,
Movie,Naseeb,https://www.imdb.com/title/tt0119760/,https://m.media-amazon.com/images/M/MV5BYWRlYjdkZTctOGQzYS00MTRiLTk3NmUtZjZhMWYxYjdiODgxXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,"Poor Krishna Prasad and Pooja are in love and would like to marry each other. But Pooja&apos;s dad, Din Dayal, wants her to marry a wealthier man, and rejects Krishna. Krishna agrees to acquire wealth, and promises Pooja that he will r...",5.2,Comedy | Drama | Romance,1998-12-18,"forbidden love,grief,heartbreak,love,drunkenness",PT2H18M,Govinda | Mamta Kulkarni | Saeed Jaffrey,Kirti Kumar,Aadesh K. Arjun | Shaka Sampang | Vijay Solanki
Movie,Dulhe Raja,https://www.imdb.com/title/tt0210659/,https://m.media-amazon.com/images/M/MV5BNDg5YzA1M2QtNWMyNS00NTk1LWExNzEtNjE1MWIxYmExZjlhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"Poor Raja opens a fast food restaurant right opposite a five star hotel run by it&apos;s owner Singhania, earning his wrath. The wealthy hotel owner uses all his influence to remove Raja, but in vain. Things get worse for the wealthy m...",6.7,Comedy,1998-07-10,"hotel,hotel owner,fixed fight,boxing match,boxing",PT2H23M,Govinda | Raveena Tandon | Kader Khan,Harmesh Malhotra,Rajeev Kaul | Anwar Khan | Praful Parekh
Movie,Kareeb,https://www.imdb.com/title/tt0189633/,https://m.media-amazon.com/images/M/MV5BMjA3NTQwNDQ3N15BMl5BanBnXkFtZTcwNDQyNDE0MQ@@._V1_.jpg,"Birju is a young man who lives with his mom, dad, elder brother, Bhabhi and nephew in an upper middle class home. His father would like him to work as well as accept some responsibility, but Birju does not heed him, but is instead...",6.5,Drama | Romance,1998-07-17,"surgery,hospital,doctor,theft,con artist",PT2H25M,Bobby Deol | Shabana Raza | Abhay Chopra,Vidhu Vinod Chopra,Kamna Chandra | Vidhu Vinod Chopra | Abhijat Joshi
