type,name,url,poster_url,description,rating,genre,datePublished,keywords,duration,actors,director,creator
Movie,Andaz Apna Apna,https://www.imdb.com/title/tt0109117/,https://m.media-amazon.com/images/M/MV5BNGVkODBlYmUtNTMzYi00MjEwLWI3YWUtODNlNjhkMTg4OWJiXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_.jpg,Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.,8,Action | Comedy | Romance,1994-11-04,"cult film,time bomb,person in a car trunk,pretending to be blind,horse and carriage",PT2H40M,Aamir Khan | Salman Khan | Raveena Tandon,Rajkumar Santoshi,Rajkumar Santoshi | Dilip Shukla
Movie,Bandit Queen,https://www.imdb.com/title/tt0109206/,https://m.media-amazon.com/images/M/MV5BNmRkMTRiMzItZTBiMi00Y2MwLTgwZTktNTM5ZTg0MTBhYWE0XkEyXkFqcGdeQXVyOTIzODUxMjk@._V1_.jpg,The story of the bandit queen Phoolan Devi who was sent to prison in 1983 and got free in 1994.,7.5,Action | Biography | Crime,1994-01-26,"rape and revenge,f rated,india,indian history,year 1983",PT1H59M,Seema Biswas | Nirmal Pandey | Rajesh Vivek,Shekhar Kapur,Ranjit Kapoor | Mala Sen
Movie,Kabhi Haan Kabhi Naa,https://www.imdb.com/title/tt0110222/,https://m.media-amazon.com/images/M/MV5BYmFjYTRmMzctNWU5YS00MjY2LTg4Y2EtZDZkMWI0YjIzMjVlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,A dreamer falls for a girl who is in love with someone else and tries to create a rift between her and the man she loves.,7.6,Comedy | Drama | Music,1994-02-25,"love,music group,lie,wedding party,unrequited love",PT2H38M,Shah Rukh Khan | Suchitra Krishnamoorthi | Deepak Tijori,Kundan Shah,Pankaj Advani | Ranjit Kapoor | Kundan Shah
Movie,Hum Aapke Hain Koun..!,https://www.imdb.com/title/tt0110076/,https://m.media-amazon.com/images/M/MV5BZjc0ODAwMmItMmQwMy00MmRmLThjOGYtZGEwYjQ2ZjcyYzA3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"Prem and Nisha meet and fall in love at the wedding of their elder siblings, but their plans to be together are put in jeopardy when Nisha&apos;s sister dies, leaving behind a baby.",7.5,Comedy | Drama | Musical,1994-08-05,"cough,cricket the sport,bollywood musical,necklace,dog",PT3H26M,Madhuri Dixit | Salman Khan | Mohnish Behl,Sooraj R. Barjatya,Sooraj R. Barjatya
Movie,Mohra,https://www.imdb.com/title/tt0110546/,https://m.media-amazon.com/images/M/MV5BZjE4MWFiODQtOTdhYi00YjBmLThmMDUtMDM1MTlhNTQxMDg2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"A journalist comes to the aid of a murderer with a life sentence when she makes an appeal in court and although he is given his freedom, they soon discover that there is a grim reason behind his release.",7,Action | Drama | Thriller,1994-07-01,"corrupt cop,crime boss,lust,hitman,seduction",PT2H57M,Akshay Kumar | Suniel Shetty | Raveena Tandon,Rajiv Rai,Shabbir Boxwala | Rajiv Rai | Naeem Sha
Movie,Jai Maa Vaishno Devi,https://www.imdb.com/title/tt3658908/,https://m.media-amazon.com/images/M/MV5BZTRjZTJlNWEtOTE2Mi00ZGY0LThlNTYtMmU4MDhmZTA3NjNhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTM0Nzk4MDU@._V1_.jpg,"A childless couple, are devotees of maa Vaishno Devi.When demon destroys a ritual organised by them, the goddess slays the demon and blesses the couple.",8.8,Drama,1994-01-01,,,Rakesh Bedi | Gajendra Chauhan | Devidas Chippa,Shatilal Soni,
Movie,Anjaam,https://www.imdb.com/title/tt0109134/,https://m.media-amazon.com/images/M/MV5BZDQwNTQ2NzAtNTFiNy00NzUyLWE3MTMtYjUzMjFlMzgwZWRmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Vijay falls in love Shivani and proposes her only to be rejected every time. However his love turns into an obsession and turns her life into a hell.,6.6,Crime | Drama | Thriller,1994-04-22,"murder,obsession,rejection,revenge,women&apos;s prison",PT2H50M,Madhuri Dixit | Shah Rukh Khan | Tinnu Anand,Rahul Rawail,Sutanu Gupta | Rumi Jaffery | Gautam Rajadhyaksha
Movie,Mahakaal,https://www.imdb.com/title/tt0260155/,https://m.media-amazon.com/images/M/MV5BOTUwZTM2MDMtNDJiYS00NWM1LWJkOWEtMzMxNDEyNzRhYTIwXkEyXkFqcGdeQXVyODU2MDg1NzU@._V1_.jpg,,4.6,Comedy | Horror,1994-02-11,"psychotronic film,bollywood,remake of american film,slasher,murder",PT2H12M,Karan Shah | Archana Puran Singh | Johny Lever,Shyam Ramsay | Tulsi Ramsay,Kafil Azar | Sayed Sultan | Y.V. Tyagi
Movie,Suhaag,https://www.imdb.com/title/tt0111308/,https://m.media-amazon.com/images/M/MV5BMGQwMGEwNDMtNTEwNi00YzA4LTlkZTEtNzNkODJiYzVhYWQ5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"Collegian Ajay Sharma was born on 2 April 1968 and lives in Bombay with his widowed mom Asha. He is friendly with fellow-collegian Raj Sinha, from a wealthy family. Ajay often gets beaten up by goons and Raj gets beaten up by his ...",5.8,Action | Comedy | Drama,1994-10-20,"court,mother son relationship,angry girlfriend,girlfriend slaps boyfriend,birth certificate",PT2H25M,Ajay Devgn | Akshay Kumar | Karisma Kapoor,Kuku Kohli,Honey Irani | Tanveer Khan
Movie,Aao Pyaar Karen,https://www.imdb.com/title/tt0112269/,https://m.media-amazon.com/images/M/MV5BNGFiYTEzY2ItMjY2MC00NjgyLWE4ZDctMzRmNzI4NWQzZjZkXkEyXkFqcGdeQXVyMjU4NDY1ODA@._V1_.jpg,"Wealthy Suraj lives in a palatial house with his mom Anjali, and dad. When the time comes for his marriage, his parents find him a suitable match, but he chooses a woman from a poor family, antagonizing her parents, who ask him to...",3.6,Romance,1994-11-25,,PT2H21M,Saif Ali Khan | Shilpa Shetty Kundra | Somy Ali,Ravindra Peepat,
