type,name,url,poster_url,description,rating,genre,datePublished,keywords,duration,actors,director,creator
Movie,Jo Jeeta Wohi Sikandar,https://www.imdb.com/title/tt0104561/,https://m.media-amazon.com/images/M/MV5BNDFlZGJlNDQtNDJhYy00NzBkLWE3MWQtYjM0MzJiOTRjM2IyXkEyXkFqcGdeQXVyNjQ2MjQ4MzQ@._V1_.jpg,,8.1,Comedy | Drama | Romance,1992-05-22,"college,cycling,competition,bicycle race,small town",PT2H54M,Aamir Khan | Ayesha Jhulka | Deepak Tijori,Mansoor Khan,Nasir Hussain | Mansoor Khan
Movie,Beta,https://www.imdb.com/title/tt0101437/,https://m.media-amazon.com/images/M/MV5BM2UxOTQ4NDYtNTQ0OC00NmY2LWFhNDEtZjlkZTJiZjA2OTc2XkEyXkFqcGdeQXVyNjQ1MDcxNzM@._V1_.jpg,"Raju, the only heir of a millionaire, is brainwashed by his stepmother for her greed of his entire property.",6.2,Drama | Romance,1992-04-03,"villainess,stepmother stepson relationship,mother son relationship,poison,train station",PT2H51M,Anil Kapoor | Madhuri Dixit | Aruna Irani,Indra Kumar,Gyandev Agnihotri | Bhagyaraj | Rajeev Kaul
Movie,Junoon,https://www.imdb.com/title/tt0156658/,https://m.media-amazon.com/images/M/MV5BZjlkY2I0YzctZDViYy00YTcyLWI2ZmQtMmRkYzM2NjNlMmM0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"Tells the story of Vikram (Rahul Roy), who after nearly getting killed by a cursed tiger starts to transform into a tiger himself every fullmoon and hunts for prey.",5.6,Drama | Horror | Musical,1992-09-18,"tiger,doctor,hunting,curse,singer",PT2H3M,Rahul Roy | Pooja Bhatt | Avinash Wadhawan,Mahesh Bhatt,Robin Bhatt
Movie,Jigar,https://www.imdb.com/title/tt0267617/,https://m.media-amazon.com/images/M/MV5BN2E0NjBlZDYtM2Q4Ni00ZTM2LWFiZDMtMmNhOTM2NjdhNDk5XkEyXkFqcGdeQXVyNjUxNTE5OTY@._V1_.jpg,"An engaging action-sport film, where a man avenges his sister&apos;s humiliation by participating in a deadly kung-fu tournament.",5.1,Action | Drama | Romance,1992-10-23,"revenge,rape,police officer,beating,showdown",PT2H41M,Ajay Devgn | Karisma Kapoor | Ajit Khan,Farogh Siddique,Veeru Devgan | Tanveer Khan | Lalit Mahajan
Movie,Mere Sajana Saath Nibhana,https://www.imdb.com/title/tt0104854/,https://m.media-amazon.com/images/M/MV5BZDFhM2VmY2UtZjlhNS00MTA3LWFlMjktYjk4ZGMxMjc0NzBiXkEyXkFqcGdeQXVyMTUxODIyNzk@._V1_.jpg,"Kanhaiya lives with his mother in a small rural town in India, and makes a living singing and dancing at wedding, birthdays, and other important ceremonies in the community along with Bhola, a young man who his mother had offered ...",4.4,Drama | Musical,1992-02-07,"marriage,temple,river,prostitute,party",PT2H21M,Mithun Chakraborty | Juhi Chawla | Shanti Priya,Rajesh Vakil,M.S. Madhu | Mehboob Sarwar
Movie,Raju Ban Gaya Gentleman,https://www.imdb.com/title/tt0173102/,https://m.media-amazon.com/images/M/MV5BNzFiYTk0ZmYtYWY3OC00MGQ1LWFjZGEtMjZmOTQyZWFjYjg2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"Raju comes to Bombay chasing his dreams, but keeps losing out on opportunities. His love, Renu helps him find a job. Success goes to his head until one day a tragic accident destroys his reputation.",6.8,Comedy | Musical | Romance,1992-11-13,"builder,receptionist,engineer,compromise,darjeeling",PT2H32M,Shah Rukh Khan | Juhi Chawla | Nana Patekar,Aziz Mirza,Manoj Lalwani | Aziz Mirza | Charandas Shokh
Movie,Suryavanshi,https://www.imdb.com/title/tt0105500/,https://m.media-amazon.com/images/M/MV5BMmVmNzgxODgtYzc3Yy00ZjEwLTk2ZDQtMGEwNDhiYzVlMTdjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,An archaeologist unearths an underground palace at Sangramgarh. The locals are afraid of what will happen if they start digging and would like to leave the past alone. It turns out their fears we confounded.,4.4,Action | Fantasy | Horror,1992-02-07,"fight,sword,villainess,portrait,supernatural power",PT2H41M,Salman Khan | Amrita Singh | Sheeba Agarwal,Rakesh Kumar,Kulwant Singh Jani | Rakesh Kumar
Movie,Jaan Tere Naam,https://www.imdb.com/title/tt0470381/,https://m.media-amazon.com/images/M/MV5BNjNhMzc2ZjYtM2NlYy00NWFkLWFhYzEtNTQ0OTU4Mjc3NGZlXkEyXkFqcGdeQXVyMTUxODIyNzk@._V1_.jpg,"Lovely Pinky Malhotra is a heart-breaker in the college where she studies, and has a number of young men who would lay down their lives for her. Amongst them are Sunil and Vicky. She is attracted to Sunil, and both carry on a roma...",5.8,Drama | Romance,1992-02-21,,PT2H30M,Ronit Roy | Farheen | Sulabha Deshpande,Deepak Balraj Vij,
Movie,Chamatkar,https://www.imdb.com/title/tt0126234/,https://m.media-amazon.com/images/M/MV5BOTlkYTI1ZWItZmFmMy00MjA0LWEwZDItYTAwYzI3MGVhNjFlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,"When Sunder loses everything, he seeks refuge in a graveyard, where he befriends a ghost.",6.5,Comedy | Drama | Fantasy,1992-07-08,"cricket the sport,betrayal,grave,college,village",PT2H51M,Naseeruddin Shah | Shah Rukh Khan | Urmila Matondkar,Rajiv Mehra,Shaukat Baig | Lilliput | Rajiv Mehra
Movie,Bol Radha Bol,https://www.imdb.com/title/tt0172188/,https://m.media-amazon.com/images/M/MV5BZjBhODI5NTMtYzQyYS00ZTg4LWE0N2YtZGFlYTIwM2QxNGExXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,A man returning from a trip discovers that a stranger who looks just like him has moved in with his wife.,6.1,Action | Comedy | Crime,1992-07-03,"look alike,factory,village,dog,love",PT2H44M,Rishi Kapoor | Juhi Chawla | Kader Khan,David Dhawan,Anees Bazmee | Sanjeev Duggal
