type,name,url,poster_url,description,rating,genre,datePublished,keywords,duration,actors,director,creator
TVSeries,Panchayat,https://www.imdb.com/title/tt12004706/,https://m.media-amazon.com/images/M/MV5BZDkxODJmNDktZDcxMy00MGJkLWI3NzEtNzVkYTdkZWI0ZmVkXkEyXkFqcGdeQXVyNDY4NjAxNTc@._V1_.jpg,"A comedy-drama, which captures the journey of an engineering graduate Abhishek, who for lack of a better job option joins as secretary of a Panchayat office in a remote village of Uttar Pradesh.",8.9,Comedy | Drama,2020-04-03,"village,rural india,gram panchayat,uttar pradesh,rural life",,Jitendra Kumar | Raghuvir Yadav | Chandan Roy,,
TVSeries,Scam 1992: The Harshad Mehta Story,https://www.imdb.com/title/tt12392504/,https://m.media-amazon.com/images/M/MV5BNjgxZTMxNmQtZGFkZS00NDUyLTllMzYtOTE0ZjdlMjM1ZWU0XkEyXkFqcGdeQXVyMTAyMTE1MDA1._V1_.jpg,"Set in 1980s and &apos;90s Bombay, it follows the life of Harshad Mehta, a stockbroker who took the stock market to dizzying heights and his catastrophic downfall.",9.3,Biography | Crime | Drama,2020-10-09,"1980s,stock exchange,brother brother relationship,financial fraud,bombay stock exchange",,Pratik Gandhi | Shreya Dhanwanthary | Hemant Kher,,
TVSeries,Paatal Lok,https://www.imdb.com/title/tt9680440/,https://m.media-amazon.com/images/M/MV5BZTg4OGY0MTQtMWUyMC00YjRjLTljNTItMDc3NjUyYWM2NzUxXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,A down-and-out cop lands the case of a lifetime when four suspects are nabbed in the assassination attempt of a journalist. The pursuit leads him to &apos;Paatal Lok&apos; and to shocking discoveries in the four suspects&apos; pasts.,8,Crime | Drama | Thriller,2020-05-15,"assassination,police,corruption,politics,casteism",,Jaideep Ahlawat | Neeraj Kabi | Ishwak Singh,,Sudip Sharma
TVSeries,Mastram,https://www.imdb.com/title/tt12196626/,https://m.media-amazon.com/images/M/MV5BYTYwMDQ2ZTktN2ZjMS00NjNmLWJhZWEtMWM1N2M3YjU2ZDIwXkEyXkFqcGdeQXVyMTE0Nzg1NjQ2._V1_.jpg,"Meet Mastram, the quintessential writer of the 80s who spoke the lingo of the Hindi heartland - literally. The 10 episodes feature stories of passion intertwined with turbulent day-to-day scenarios from Mastram&apos;s real life.",7.2,Comedy | Fantasy,2020-04-30,"tv mini series,writer,hot teacher,sexy female teacher,deep cleavage",,Anshuman Jha | Tara-Alisha Berry | Jagat Rawat,,
TVSeries,She,https://www.imdb.com/title/tt11905720/,https://m.media-amazon.com/images/M/MV5BYzc4ZmFhZjItOWJjMy00YzhiLTkxMDAtNWUyNjIyOTJkYmY3XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_.jpg,An undercover assignment to expose a drug ring becomes a timid Mumbai constable&apos;s road to empowerment as she realizes her dormant sexuality&apos;s potential.,6.4,Crime | Drama,2020-03-20,"undercover,organized crime,cop drama",,Shivani Rangole | Aditi Sudhir Pohankar | Vishwas Kini,,Imtiaz Ali
TVSeries,Your Honor,https://www.imdb.com/title/tt12392470/,https://m.media-amazon.com/images/M/MV5BMzk0OTFlMWUtOTA0NS00NjBiLWE5NDAtNDZlYmFmZWViNWU4XkEyXkFqcGdeQXVyMTAyMTE1MDA1._V1_.jpg,"As the son of a reputed judge gets involved in a hit and run, we see how even the most upright people break In order to save their family. The judge sacrifices relationships and subverts the law to save his son from a vengeful gan...",7.2,Action | Drama | Thriller,2020-06-18,judge,,Jimmy Shergill | Varun Badola | Parul Gulati,,
TVSeries,Special OPS,https://www.imdb.com/title/tt11854694/,https://m.media-amazon.com/images/M/MV5BMDc3Zjc4NjAtMTI2MC00YmQwLTk3MmItZTZiNWM0YmNiNmNkXkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_.jpg,"The story through the eyes of Himmat Singh is based on the inspiration was taken from Nineteen Years of nationally significant events, several espionage missions were undertaken by India in the last two decades.",8.6,Action | Crime | Thriller,2020-03-17,"international terrorist,special operations force,undercover spy,hindi webseries,cross country manhunt",,Kay Kay Menon | Karan Tacker | Gautami Kapoor,,Neeraj Pandey
TVSeries,Asur: Welcome to Your Dark Side,https://www.imdb.com/title/tt11912196/,https://m.media-amazon.com/images/M/MV5BZWJiMDZmNTAtZDg5YS00NDgyLThkMzctYTczZjllNzU0YWY5XkEyXkFqcGdeQXVyMTAwMDI3ODEw._V1_.jpg,"A unique crime thriller that pits two opposing worlds against each other. The less explored, intricate world of forensic science and the deep mysticism of ancient Indian Mythology.",8.4,Crime | Drama | Mystery,2020-03-02,"mythology,suspense",,Arshad Warsi | Barun Sobti | Riddhi Dogra,,Gaurav Shukla
TVSeries,Imlie,https://www.imdb.com/title/tt13364380/,https://m.media-amazon.com/images/M/MV5BMzJlZmU0NDMtNWZlNC00YmQ2LWJlZGItYjg0ZTA5MjUxYTUwXkEyXkFqcGdeQXVyMTI2MDYzMjc5._V1_.jpg,"Imlie, a young and smart village belle, is forced to marry a journalist after they seek shelter in a hut during heavy rains. On reaching the city, she realises that her husband is engaged to be married.",3.5,Drama,2020-11-16,journalist,,Sumbul Touqeer | Gashmeer Mahajani | Mayuri Deshmukh,,
TVSeries,Betaal,https://www.imdb.com/title/tt10651790/,https://m.media-amazon.com/images/M/MV5BZDQ4ZDdkZWUtMWVhNi00MTRjLThhZTUtZjQ0YzdkZGEzMjRhXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_.jpg,A remote village becomes the arena of a breathless battle when an undead East India Company officer and his battalion of zombie redcoats attack a squad of modern-day soldiers.,5.4,Action | Horror | Thriller,2020-05-24,"battle,zombie,genocide,british colonialism,military",,Vineet Kumar Singh | Aahana Kumra | Suchitra Pillai,,
Movie,Ludo,https://www.imdb.com/title/tt7212754/,https://m.media-amazon.com/images/M/MV5BOTQwOTVlMzctM2I3MS00YzllLWJiNTctYzdhMjkzMzhhY2RkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",7.6,Action | Comedy | Crime,2020-11-12,"dark,black comedy,criminal,police,male rear nudity",PT2H29M,Pankaj Tripathi | Abhishek Bachchan | Rajkummar Rao,Anurag Basu,Anurag Basu | Samrat Chakraborty
Movie,Dil Bechara,https://www.imdb.com/title/tt8110330/,https://m.media-amazon.com/images/M/MV5BNjdlZmMzNzAtYmFkNy00YTkxLTlmYjUtM2E5OGUzNWZlYTllXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,"The emotional journey of two hopelessly-in-love youngsters; a young girl, Kizie, who is suffering from cancer; and Manny, a boy Kizie meets at a support group.",8.4,Comedy | Drama | Romance,2020-07-24,"love,cancer,cancer support group,incomplete song,throwing eggs",PT1H41M,Sushant Singh Rajput | Sanjana Sanghi | Sahil Vaid,Mukesh Chhabra,Shashank Khaitan | Suprotim Sengupta | Scott Neustadter
TVSeries,Jamtara: Sabka Number Ayega,https://www.imdb.com/title/tt11150912/,https://m.media-amazon.com/images/M/MV5BNWM1OGE2MmItZWUzZi00OGY5LThhMmQtZmJjZmJlYmQ5NTkwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme -- and a cop wants to fight it.",7.3,Crime,2020-01-10,"fight,organized crime",,Amit Sial | Sparsh Srivastav | Monika Panwar,,
Movie,Climax,https://www.imdb.com/title/tt12357758/,https://m.media-amazon.com/images/M/MV5BOTU4NmYzMzAtZGRmMi00MWE5LTkyMjEtYWQ0NmEzNDUxOGY3XkEyXkFqcGdeQXVyMTE2MTc3MzU1._V1_.jpg,"Mia Malkova and her boyfriend try to do things out of the blue and enter a desert even after there is a no-entry board written on it. In this situation, scary things and some crazy people start troubling them. The couple runs for ...",2.1,Action | Horror | Thriller,2020-06-06,"sex,female nudity,female rear nudity,outdoor nudity,female outdoor nudity",PT52M,Mia Malkova | Mourmi | Renan Severo,Ram Gopal Varma,
TVSeries,Aashram,https://www.imdb.com/title/tt12805346/,https://m.media-amazon.com/images/M/MV5BYjM1ZDhhMGItZTg1Zi00YmM1LWFjOWMtYjhjOTg0Y2Q2OTk2XkEyXkFqcGdeQXVyMTE0Nzg1NjQ2._V1_.jpg,"A duplicitous, aashram based, Indian Godman&apos;s good deeds serve activities criminal and unholy, such as rapes, murders, drugs, vote bank politics and forced male emasculation. The law and a few crusaders investigate to bring him to...",7.1,Crime | Drama | Mystery,2020-08-28,"power,politics,chanting,drug use",,Dileep Chaudhary | Bobby Deol | Chandan Roy Sanyal,,
Movie,Malang - Unleash the Madness,https://www.imdb.com/title/tt9877170/,https://m.media-amazon.com/images/M/MV5BZTgxNDgwMzItNGMzZi00OTM2LTg2NTEtZDc4Y2UzMDUyYWQwXkEyXkFqcGdeQXVyMTA5NzIyMDY5._V1_.jpg,"Advait visits Goa where he meets Sara, a free-spirited girl who lives life unshackled. Opposites attract and all goes well until life turns upside down. Years later, Advait is on a killing spree with cops Aghase and Michael in his...",6.5,Action | Crime | Drama,2020-02-07,girl,PT2H15M,Aditya Roy Kapoor | Anil Kapoor | Disha Patani,Mohit Suri,Aseem Arrora | Aniruddha Guha | Mohit Suri
TVSeries,Mismatched,https://www.imdb.com/title/tt12719250/,https://m.media-amazon.com/images/M/MV5BOTUzMTMzNTgtNmI5NS00ZTI1LTgzMjYtZTFkZWZkYTE0MWMyXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_.jpg,The movie will be a romantic film featuring two people who are not right for each other. The story is about Prajakta&apos;s character who is a tech wizard and the guy who is interested in her.,5.8,Comedy | Drama | Romance,2020-11-20,"love,quirky comedy",,Prajakta Koli | Rohit Saraf | Muskkaan Jaferi,,
Movie,Soorarai Pottru,https://www.imdb.com/title/tt10189514/,https://m.media-amazon.com/images/M/MV5BODRjZGVkNWYtZWExNS00ODEyLWI2ZjUtZGRlMWQ1MDk4NDMzXkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_.jpg,,8.7,Action | Drama,2020-11-11,"struggle,airplane,two word title,bike,running",PT2H33M,Suriya | Paresh Rawal | Aparna Balamurali,Sudha Kongara,Sudha Kongara | Shalini Ushadevi | Vijay Kumar
TVSeries,Undekhi,https://www.imdb.com/title/tt12392496/,https://m.media-amazon.com/images/M/MV5BZTg5ODc4NjctNjJkYi00ZjUzLThhNTUtMzU4NmVmZWZkZDAzXkEyXkFqcGdeQXVyMTAyMTE1MDA1._V1_.jpg,"A dancer is killed in a fit of rage at the wedding of the scion of the Atwal family. A cop comes looking for the girl, while a film crew wants to expose the Atwals for their heinous crime. The Atwals will go to any lengths to remo...",8,Crime,2020-07-10,"corpse,police,murder",,Harsh Chhaya | Surya Sharma | Anchal Singh,,Siddharth Sengupta
TVSeries,Bandish Bandits,https://www.imdb.com/title/tt9814458/,https://m.media-amazon.com/images/M/MV5BOWY3NjY1MTMtZmNiZS00OGVkLThkMjYtMWVjYzFiZDJhMmQ5XkEyXkFqcGdeQXVyMTE1MTc3MTQw._V1_.jpg,,8.6,Drama | Music | Romance,2020-08-04,"singer,classical music,fusion,pride,competition",,Ritwik Bhowmik | Shreya Chaudhary | Naseeruddin Shah,,Amritpal Singh Bindra | Anand Tiwari
Movie,Ala Vaikunthapurramuloo,https://www.imdb.com/title/tt9537292/,https://m.media-amazon.com/images/M/MV5BZWNjZTQ1ODItNzcyOS00NDA4LWI5MDktNTYxY2Y1YmRiOTgyXkEyXkFqcGdeQXVyODgwMjQ1MzQ@._V1_.jpg,,7.3,Action | Comedy | Drama,2020-01-12,"son,two word title,father son relationship,girlfriend,tourism",PT2H43M,Allu Arjun | Pooja Hegde | Tabu,Trivikram Srinivas,Shanoor Mirza | Trivikram Srinivas
Movie,Ghost Stories,https://www.imdb.com/title/tt10230404/,https://m.media-amazon.com/images/M/MV5BMzBiNGYwMDktZTFiNS00MzQwLTkyYmYtZjIxMzYzNjA1Nzc1XkEyXkFqcGdeQXVyODU3OTIzMDM@._V1_.jpg,,4.4,Horror | Thriller,2020-01-01,"lingerie slip,timeframe 2020s",PT2H24M,Janhvi Kapoor | Surekha Sikri | Amruta Subhash,Zoya Akhtar | Dibakar Banerjee | Karan Johar,Zoya Akhtar | Dibakar Banerjee | Niranjan Iyengar
Movie,Tanhaji: The Unsung Warrior,https://www.imdb.com/title/tt8108274/,https://m.media-amazon.com/images/M/MV5BYzNmMDQ1ZGYtMDk0NC00MmM3LTlhMDctZmI0NzdhNjk3ZTY1XkEyXkFqcGdeQXVyMTA5NzIyMDY5._V1_.jpg,"Tanhaji Malusare, a military chieftain in the army of the Maratha king Shivaji, leads the charge to capture the strategically important Kondhana fort guarded by the army of the fierce Rajput chieftain Udaybhan Rathod.",7.5,Action | Biography | Drama,2020-01-10,"death of protagonist,17th century,battle,sword fight,epic",PT2H15M,Ajay Devgn | Saif Ali Khan | Sharad Kelkar,Om Raut,Prakash Kapadia | Om Raut | Kirti Deghatak
Movie,Welcome Home,https://www.imdb.com/title/tt13381376/,https://m.media-amazon.com/images/M/MV5BY2VhN2FmNTItNTA0OC00ZDE4LWIwYzgtYzU4OTg4MDE5NGE0XkEyXkFqcGdeQXVyNDY4MjcxMTY@._V1_.jpg,"A census report leads two female government teachers to an isolated house, in which resides a family with twisted secrets they never imagined to recover.",7.4,Crime | Drama | Horror,2020-11-06,"incest,teacher,rape,revenge,anal rape",PT2H6M,Kashmira Irani | Swarda Thigale | Shashi Bhushan,Pushkar Mahabal,Ankita Narang
Movie,Raat Akeli Hai,https://www.imdb.com/title/tt12567088/,https://m.media-amazon.com/images/M/MV5BYTAyYjk3ZGItYjAzMC00MjYyLTgyMzgtMDE4MTBhZTIwYTBjXkEyXkFqcGdeQXVyMTE4MzIxNTMz._V1_.jpg,The film follows a small town cop who is summoned to investigate the death of a politician which gets complicated by the victim&apos;s secretive family and his own conflicted heart.,7.2,Crime | Drama | Mystery,2020-07-31,"murder investigation,murder,family relationships",PT2H29M,Ashish Chhipa | Nawazuddin Siddiqui | Radhika Apte,Honey Trehan,Smita Singh
