type,name,url,poster_url,description,rating,genre,datePublished,keywords,duration,actors,director,creator
Movie,Party,https://www.imdb.com/title/tt0248289/,https://m.media-amazon.com/images/M/MV5BOWIyZWQwYzQtNTFmZS00MDdhLWI2OWQtN2YyOTZlNjk5ZGI2XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_.jpg,A planned social gathering is held to commemorate Divakar Barve for the award he receive pertaining his contributions to Indian Arts and films. The social event is greeted by some important public personalities of the community al...,7.4,Drama,1984-02-22,,PT1H50M,Deepa Sahi | Ila Arun | Raju Barot,Govind Nihalani,Vasant Dev | Satyadev Dubey | Mahesh Elkunchwar
Movie,Saaransh,https://www.imdb.com/title/tt0088031/,https://m.media-amazon.com/images/M/MV5BZjQ0YjFlM2YtN2ZhZC00NWQ1LWI1N2QtYzg2NDI0N2UxMjViXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_.jpg,"An old couple lend a room on rent after recent death of the bread earner of the family, their only son. A budding actress starts living with them, who is in love with a local politician&apos;s only son. The movie shows what later ensues.",8.1,Drama,1984-05-25,"politician,park,cult film,murder,grief",PT2H17M,Anupam Kher | Rohini Hattangadi | Soni Razdan,Mahesh Bhatt,Mahesh Bhatt | Amit Khanna | Sujit Sen
Movie,Purana Mandir,https://www.imdb.com/title/tt0253514/,https://m.media-amazon.com/images/M/MV5BMGI0ZDljMmEtMTdkZi00MmJkLWFhYjAtOTIzNDYwOTczYTEzXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,"After a rich young girl learns about a demon and it&apos;s terrible curse brought by her family for generations, she decides to go to her paternal village with her lover, and his friend, to find out the truth.",6.3,Drama | Horror,1984-10-19,"supernatural power,will,love,revenge,cemetery",PT2H24M,Mohnish Behl | Arti Gupta | Puneet Issar,Shyam Ramsay | Tulsi Ramsay,Siddiqui M.S. Rahman | Dr. Gurdeep | J.K. Ahuja
Movie,Mashaal,https://www.imdb.com/title/tt0085912/,https://m.media-amazon.com/images/M/MV5BYThkM2M4ZTgtMTA3OS00MGY2LTg4OTAtMjFkOTk0NTdlODIwXkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_.jpg,A chain of events changes Vinod&apos;s life - from honest journalist to black marketer to an underworld Don and a Racketeer in order to combat Vardhan.,7.3,Action | Drama | Family,1984-02-09,"newspaper editor,newspaper,loss of wife,death of wife,newspaper reporter",PT2H42M,Anil Kapoor | Dilip Kumar | Waheeda Rehman,Yash Chopra,Javed Akhtar
Movie,Raaj Tilak,https://www.imdb.com/title/tt0087975/,https://m.media-amazon.com/images/M/MV5BNTQ2NzczZGQtYzY0ZS00OTc1LWExZWUtYzIzYmQ1OTdjZTY4XkEyXkFqcGdeQXVyODEzOTQwNTY@._V1_.jpg,"The local King has surrounded himself with enemies, which include his own trusted men: Bhavani Singh, and Ranjeet, who plot to overthrow him, in vain, as the King&apos;s loyal employee, Samadh Khan, and the King&apos;s brother-in-law, Arjun...",5.7,Action | Drama,1984-08-31,"king,prince,traitor,gypsy,queen",,Dharmendra | Sunil Dutt | Hema Malini,Rajkumar Kohli,Inder Raj Anand
Movie,Chandrawal,https://www.imdb.com/title/tt0319165/,https://m.media-amazon.com/images/M/MV5BZGFiMWYxMzAtNGEyYS00ZmVmLWFkYWItZTAwOTQzNTdmZDQ0XkEyXkFqcGdeQXVyODQwMDcwNDY@._V1_.jpg,,8.9,Drama,,haryanvi film,PT1H49M,Usha Sharma | Jagat Singh Jakhar | Raju Maan,Jayant Prabhakar,Jayant Prabhakar | Devi Shanker Prabhaker
Movie,Duniya,https://www.imdb.com/title/tt0301231/,https://m.media-amazon.com/images/M/MV5BM2E0MGZmN2QtYWUzZi00NjdlLTg1NTAtNGQzMTcxYTNjMzU0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,,6.4,Action | Drama,1984-09-18,"revenge,ex convict,life imprisonment,smuggler,car chase",PT2H49M,Ashok Kumar | Dilip Kumar | Rishi Kapoor,Ramesh Talwar,Javed Akhtar
Movie,Farishta,https://www.imdb.com/title/tt0356602/,https://m.media-amazon.com/images/M/MV5BZTlkYzBhNGEtOGI1OC00NjY1LTg4ODktNmZjOThiZWRiZTI5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"Rai Bahadur is a wealthy man who lives in a palatial home with his grand-daughter, Pinky, and grandson, Raju. One night Raju gets abducted and is sold to notorious and hideous-looking gangster Ustad, who forces crippled children t...",4.5,Drama,1984-03-23,,PT2H10M,Ashok Kumar | Raju Shrestha | Ambika Shourie,Sunil Sikand,Gyandev Agnihotri | Tapan Chakraborty | Pradeep Roy Choudhary
TVSeries,Yeh Jo Hai Zindagi,https://www.imdb.com/title/tt0294230/,https://m.media-amazon.com/images/M/MV5BOWM3NGJiOTQtZDA3MC00M2YxLTg3OWYtYTQxODgzYTUxMmY5XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_.jpg,"A sitcom about a couple, a brother-in-law, and the trouble they get into.",8.8,Comedy,,"sitcom comedy,sitcom",,Rakesh Bedi | Satish Shah | Swaroop Sampat,,
Movie,Jeene Nahi Doonga,https://www.imdb.com/title/tt0231816/,https://m.media-amazon.com/images/M/MV5BMWJmMDc0MjItZWJmMy00NDA4LWE0NzUtNDE5YWI4NDNhOTI5XkEyXkFqcGdeQXVyNjQwMTMzNjM@._V1_.jpg,"Bitter animosity and hatred has existed between the communities of Jangavar and Dilavar. While Dilavar&apos;s Roshan wants to bring peace between everyone, he sets an example by marrying Chandni. This enrages the Jangavars&apos; who attack ...",6,Action,1984-10-26,,PT2H13M,Dharmendra | Shatrughan Sinha | Raj Babbar,Rajkumar Kohli,Inder Raj Anand
