type,name,url,poster_url,description,rating,genre,datePublished,keywords,duration,actors,director,creator
Movie,Dhoom:2,https://www.imdb.com/title/tt0441048/,https://m.media-amazon.com/images/M/MV5BNTAyYmYxOTktNjNmZS00ZTZlLWI2YjUtM2RlZTlkM2ZiZjdhXkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_.jpg,"Mr. A, a fearless thief, steals valuable artifacts and teams up with the girl he is attracted to but who cannot be trusted. Close on their heels are three police officers trying to apprehend them.",6.5,Action | Crime | Thriller,2006-11-24,"underwater scene,female police officer,heist,thief,mumbai india",PT2H32M,Hrithik Roshan | Abhishek Bachchan | Aishwarya Rai Bachchan,Sanjay Gadhvi,Vijay Krishna Acharya | Aditya Chopra
Movie,Don,https://www.imdb.com/title/tt0461936/,https://m.media-amazon.com/images/M/MV5BMzAyMWE0MjgtMDVjNS00ZDMyLWE4NjQtNWU2ZDgyYTlmMjdjXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,"Vijay is recruited by a police officer to masquerade as his lookalike Don, the leader of an international gang of smugglers. Things go wrong when the officer is killed and Vijay is left to fend for himself.",7.1,Action | Crime | Thriller,2006-10-20,"bound and gagged,cleave gag,character name as title,bad guy wins,malaysia",PT2H58M,Shah Rukh Khan | Priyanka Chopra Jonas | Arjun Rampal,Farhan Akhtar,Salim Khan | Javed Akhtar | Farhan Akhtar
Movie,Rang De Basanti,https://www.imdb.com/title/tt0405508/,https://m.media-amazon.com/images/M/MV5BYThmZDA0YmQtMWJhNy00MDQwLTk0Y2YtMDhmZTE5ZjhlNjliXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.",8.1,Comedy | Crime | Drama,2006-01-26,"delhi india,murder,friend,india,awakening",PT2H47M,Aamir Khan | Soha Ali Khan | Siddharth,Rakeysh Omprakash Mehra,Renzil D&apos;Silva | Prasoon Joshi | Rakeysh Omprakash Mehra
Movie,Krrish,https://www.imdb.com/title/tt0432637/,https://m.media-amazon.com/images/M/MV5BZjk0MzQ4ODYtZTIyNS00NTQwLTg5M2UtYWRkN2JmNWJhYmZhXkEyXkFqcGdeQXVyNDY5MTUyNjU@._V1_.jpg,"Krishna is forced by circumstances to use his superpowers and become the masked superhero Krrish, before getting drawn towards his lost legacy.",6.4,Action | Adventure | Sci-Fi,2006-06-23,"supernatural power,non comic book superhero,character name as title,child in jeopardy,one word title",PT3H5M,Hrithik Roshan | Priyanka Chopra Jonas | Rekha,Rakesh Roshan,Robin Bhatt | Sachin Bhowmick | Honey Irani
Movie,Omkara,https://www.imdb.com/title/tt0488414/,https://m.media-amazon.com/images/M/MV5BY2NmNjlhYzQtMWU5MS00YTVmLWIyOWEtOGFmY2ZjMjY2ZGRkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,,8.1,Action | Crime | Drama,2006-07-28,"character name as title,one word title,bad guy wins,marriage,jealousy",PT2H35M,Ajay Devgn | Kareena Kapoor | Saif Ali Khan,Vishal Bhardwaj,Vishal Bhardwaj | Robin Bhatt | Abhishek Chaubey
TVSeries,Bigg Boss,https://www.imdb.com/title/tt1281973/,https://m.media-amazon.com/images/M/MV5BMzhiMDViNDUtOWQ2My00OGI1LTk4ZTAtMjAzMTBkOWU1NzUxXkEyXkFqcGdeQXVyNzM4MjU3NzY@._V1_.jpg,"Isolated from the outside world, the contestants live together in a house under the live cameras that monitor their every move. They perform various tasks and avoid eviction to be declared a winner.",3.8,Reality-TV,2006-11-03,"house,big brother,non fiction",,Salman Khan | Atul Kapoor | Vijay Vikram Singh,,
Movie,Kabhi Alvida Naa Kehna,https://www.imdb.com/title/tt0449999/,https://m.media-amazon.com/images/M/MV5BZTM0MzRiMWYtMGU5OC00ZDFlLWFkZWItY2UxMzM5NWM1ZTJkXkEyXkFqcGdeQXVyMTA3OTY2NzI5._V1_.jpg,"Dev, a former football player is married to Rhea, a successful fashion editor. Maya is a kindergarten teacher who is married to Rishi, an outgoing event planner. These couples&apos; lives intersect and they each question their own marr...",6,Drama | Romance,2006-08-11,"new york city,cheating wife,cheating husband,frigid wife,neglected wife",PT3H13M,Shah Rukh Khan | Rani Mukerji | Amitabh Bachchan,Karan Johar,Karan Johar | Shibani Bathija | Niranjan Iyengar
Movie,Golmaal: Fun Unlimited,https://www.imdb.com/title/tt0495034/,https://m.media-amazon.com/images/M/MV5BYmE3YmNiM2YtM2MxMi00ZDhmLTk1ZTQtODdjOWY4YjVkYThmXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,Four runaway crooks take shelter in a bungalow which is owned by a blind couple.,7.4,Action | Comedy | Drama,2006-07-14,"blind couple,friend,mute,slacker,old couple",PT2H30M,Ajay Devgn | Arshad Warsi | Sharman Joshi,Rohit Shetty,Neeraj Vora
Movie,Lage Raho Munna Bhai,https://www.imdb.com/title/tt0456144/,https://m.media-amazon.com/images/M/MV5BN2ZmMDMwODgtMzA5MS00MGU0LWEyYTgtYzQ5MmQzMzU2NTVkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.,8,Comedy | Drama | Romance,2006-09-01,"papadum,capitalist,mahatma gandhi character,radio,love",PT2H24M,Sanjay Dutt | Arshad Warsi | Vidya Balan,Rajkumar Hirani,Vidhu Vinod Chopra | Rajkumar Hirani | Abhijat Joshi
Movie,Pokiri,https://www.imdb.com/title/tt0816258/,https://m.media-amazon.com/images/M/MV5BMDg5MTc4MGEtNTFjNy00OGVlLThmOTgtNmU2ODkzZjY0YWMxXkEyXkFqcGdeQXVyNzE0MzIyOTI@._V1_.jpg,A money-minded criminal has to deal with two rival gangs as well as an evil cop threatening his girlfriend.,8,Action | Crime | Thriller,2006-04-28,"one word title,fight in a train compartment,indecent proposal,sex tape,date rape",PT2H44M,Mahesh Babu | Ileana D&apos;Cruz | Prakash Raj,Puri Jagannadh,Puri Jagannadh
Movie,Bhagam Bhag,https://www.imdb.com/title/tt0805184/,https://m.media-amazon.com/images/M/MV5BMWUwOTZlNTItZDA3Zi00MmQ5LWE1MDQtZTA1Yzg3ZGIwNWU5XkEyXkFqcGdeQXVyODAzNzAwOTU@._V1_.jpg,"The members of a drama troupe fall in trouble when they are framed for a murder. Things go worse when they find their actress committing suicide, which is somehow linked with the murder.",6.6,Comedy | Drama | Mystery,2006-12-22,"slapstick comedy,heroine,theatre group,theatre group owner,theater actress",PT2H37M,Akshay Kumar | Govinda | Paresh Rawal,Priyadarshan,Neeraj Vora | Jay Master | Sarim Momin
Movie,Phir Hera Pheri,https://www.imdb.com/title/tt0419058/,https://m.media-amazon.com/images/M/MV5BNzgzYjZjYzMtNjcyYy00NWI3LTg1NDItOTMzMzdhMjhjNWExXkEyXkFqcGdeQXVyNjA3OTI5MjA@._V1_.jpg,"Baburao, Raju and Shyam are living happily after having risen from rags to riches. Still, money brings the joy of riches and with it the greed to make more money. And so, with a don as an unknowing investor, Raju initiates a new g...",7.2,Comedy | Crime,2006-06-09,"money,swimming pool,robbery,gangster,antique",PT2H33M,Akshay Kumar | Suniel Shetty | Paresh Rawal,Neeraj Vora,Neeraj Vora
Movie,Fanaa,https://www.imdb.com/title/tt0439662/,https://m.media-amazon.com/images/M/MV5BYTk4ZWE0YWYtNWRhZS00NTMyLTlkMmEtZjljODlmNDAyNzI3XkEyXkFqcGdeQXVyODk2ODI3MTU@._V1_.jpg,A sweet blind girl Zooni meets a flirty Rehan. She ignores her friends&apos; warnings. It&apos;s her time to discover life. Is she making the right love choice?,7.1,Action | Drama | Romance,2006-05-26,"kashmir,tour guide,republic day,tragic love,long lost love",PT2H48M,Aamir Khan | Kajol | Rishi Kapoor,Kunal Kohli,Shibani Bathija | Kunal Kohli
