type,name,url,poster_url,description,rating,genre,datePublished,keywords,duration,actors,director,creator
Movie,Dilwale Dulhania Le Jayenge,https://www.imdb.com/title/tt0112870/,https://m.media-amazon.com/images/M/MV5BNDk3MTU5MDA3OF5BMl5BanBnXkFtZTgwODM3MzY2MzE@._V1_.jpg,,8,Drama | Romance,1995-10-20,"switzerland,india,trip,arranged marriage,family relationships",PT3H9M,Shah Rukh Khan | Kajol | Amrish Puri,Aditya Chopra,Aditya Chopra | Javed Siddiqui
Movie,Karan Arjun,https://www.imdb.com/title/tt0113526/,https://m.media-amazon.com/images/M/MV5BNWRhNTY3YzMtNjdmZi00ZTM5LTgzNDctNmU3NzliY2MyODdhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Karan and Arjun reincarnate in the different parts of the country. But the faith of their previous mother brings them together in order to avenge their death.,6.8,Action | Drama | Fantasy,1995-01-13,"temple,bleeding forehead,train,seduction,showdown",PT2H55M,Rakhee Gulzar | Salman Khan | Shah Rukh Khan,Rakesh Roshan,Sachin Bhowmick | Ravi Kapoor | Anwar Khan
Movie,Akele Hum Akele Tum,https://www.imdb.com/title/tt0112313/,https://m.media-amazon.com/images/M/MV5BMmM4YWQ2NTAtNzQ5Yy00ZmE0LTg4NDUtNzI2MWQwNWUyMGU2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,An estranged couple battle for the custody of their only son.,6.9,Drama | Romance,1995-11-30,"man carries a boy,man keeps house,wife leaves her husband,marriage,singer",PT2H40M,Aamir Khan | Manisha Koirala | Master Adil,Mansoor Khan,Nasir Hussain | Mansoor Khan
Movie,Prem,https://www.imdb.com/title/tt0114175/,https://m.media-amazon.com/images/M/MV5BYTlkMGQxMzMtZTU2OC00OTU2LThiOGQtNDYyYmI5MzVkYmM1XkEyXkFqcGdeQXVyMTUxODIyNzk@._V1_.jpg,"Sanjay Verma is an eligible young man, who has been having hallucinations of a past life as Shantanu. He travels to a small community and meets with Sonia Verma, and recognizes her as the girl named Lachi in his hallucinations. Co...",4.1,Action | Drama | Romance,1995-05-05,"sword,lust,navel,beating,dream",PT2H47M,Sanjay Kapoor | Tabu | Deepak Tijori,Satish Kaushik,Javed Akhtar
Movie,Trimurti,https://www.imdb.com/title/tt0114726/,https://m.media-amazon.com/images/M/MV5BMjAxODA1OTY1Nl5BMl5BanBnXkFtZTgwMzQ4ODk1MDE@._V1_.jpg,"After being framed, a policewoman languishing in prison hopes that her three sons will deliver justice and restore her honor.",4.8,Action | Drama,1995-12-22,"female police officer,mother son relationship,brother brother conflict,villain,temple",PT3H7M,Jackie Shroff | Anil Kapoor | Shah Rukh Khan,Mukul Anand,Karan Razdan
Movie,Guddu,https://www.imdb.com/title/tt0172519/,https://m.media-amazon.com/images/M/MV5BMTYxNDYxNzY4N15BMl5BanBnXkFtZTcwNDM2ODgzMQ@@._V1_.jpg,"When Guddu and Salina end up in a car accident, Salina loses her sight. Guddu soon finds out that he has a brain tumour, and decides to donate his eyes to Salina.",4,Drama | Romance,1995-07-31,"sensuality,attraction,cave,character name as title,forename as title",PT2H40M,Deepti Naval | Mukesh Khanna | Manisha Koirala,Prem Lalwani,Abrar Alvi | Prem Lalwani
TVSeries,Swabhimaan,https://www.imdb.com/title/tt0307837/,https://m.media-amazon.com/images/M/MV5BYTZjMThjYjMtYTQ3NS00MTZhLTkxNmMtMDMwNTAwYzg3N2M5XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_.jpg,"&apos;Swaabhimaan&apos; is a sizzling saga of our supercharged times. Every afternoon viewers meet the most exciting people in town - Svetlana, Rishabh, Ranjana Devi, Devika, Mahen, Nishi and Ronnie. &apos;Swaabhimaan&apos; unfolds the volatile story...",6.8,Crime | Drama | Mystery,,,,Kitu Gidwani | Anju Mahendru | Rohit Roy,,
Movie,Muthu,https://www.imdb.com/title/tt0140399/,https://m.media-amazon.com/images/M/MV5BZGU3YjNlNTEtZTFiOS00YjlkLTljMWQtY2UyNmJhNWRjZWFiXkEyXkFqcGdeQXVyMjMwODI3NDE@._V1_.jpg,"The movie is about a loyal servant, Muthu (Rajni), working for Zamindar Malayasimman (Sarath Babu) and the cunning plans by the uncle of Malasimman to capture the whole wealth which uncovers some mystery about Muthu.",7.5,Action | Comedy | Drama,1995-10-23,"character name as title,servant,love,fight,apology",PT2H12M,Rajinikanth | Meena | Sarath Babu,K.S. Ravikumar,K.S. Ravikumar
TVSeries,Aahat,https://www.imdb.com/title/tt2812214/,https://m.media-amazon.com/images/M/MV5BNTE3ODk0ODktYzdlYi00YWU5LWFiNTEtODJmZjFjNWViMDU1XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,A horror anthology series revolving around different ghost stories.,7.2,Adventure | Drama | Fantasy,,"paranormal phenomenon,psychotronic series,non horror host,india non hosted,anthology",,Vijay Raj | Shahab Khan | Gautam Rode,,
Movie,Dushmani: A Violent Love Story,https://www.imdb.com/title/tt0112916/,https://m.media-amazon.com/images/M/MV5BMGY1MTA4NTQtMWU4Yy00ZWMyLWFhMTEtMTVmNGRkY2ZhYmEzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"In order to settle personal scores; two gang leaders, Jai Singh and Oberoi fight for many years in gang-wars. There enmity multiplies when Jai&apos;s younger brother, Suraj falls in love with Oberoi&apos;s sister, Sapna which forces Suraj a...",5,Action | Drama | Romance,1995-04-24,"forbidden love,death of brother,betrayal by friend,bald man,brother brother relationship",PT2H36M,Sunny Deol | Jackie Shroff | Manisha Koirala,Sanjay Khanna | Karan Razdan | Bunty Soorma,Karan Razdan
