type,name,url,poster_url,description,rating,genre,datePublished,keywords,duration,actors,director,creator
Movie,Lion,https://www.imdb.com/title/tt3741834/,https://m.media-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_.jpg,"A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.",8,Biography | Drama,2017-02-24,"adoption,india,street child,adoptive mother adoptive son relationship,mother son reunion",PT1H58M,Dev Patel | Nicole Kidman | Rooney Mara,Garth Davis,Saroo Brierley | Luke Davies
Movie,Dangal,https://www.imdb.com/title/tt5074352/,https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_.jpg,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,8.3,Action | Biography | Drama,2016-12-23,"small town,father daughter relationship,bare chested male,female protagonist,sister sister relationship",PT2H41M,Aamir Khan | Sakshi Tanwar | Fatima Sana Shaikh,Nitesh Tiwari,Piyush Gupta | Shreyas Jain | Nikhil Mehrotra
Movie,The BFG,https://www.imdb.com/title/tt3691740/,https://m.media-amazon.com/images/M/MV5BNjAzOTUzNTY3Ml5BMl5BanBnXkFtZTgwMjYwNzE5ODE@._V1_.jpg,"An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.",6.3,Adventure | Family | Fantasy,2016-07-29,"orphan,giant,dream,queen,london england",PT1H57M,Mark Rylance | Ruby Barnhill | Penelope Wilton,Steven Spielberg,Melissa Mathison | Roald Dahl
Movie,Dear Zindagi,https://www.imdb.com/title/tt5946128/,https://m.media-amazon.com/images/M/MV5BZWQzYWI3ZGMtYzgyYy00OWZkLWEwODYtNGNiMTZhODBkNzUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_.jpg,"Kaira is a budding cinematographer in search of a perfect life. Her encounter with Jug, an unconventional thinker, helps her gain a new perspective on life. She discovers that happiness is all about finding comfort in life&apos;s imper...",7.4,Drama | Romance,2016-11-25,"title directed by female,female cinematographer,coming of age,psychologist,cinematographer",PT2H31M,Alia Bhatt | Shah Rukh Khan | Kunal Kapoor,Gauri Shinde,Krishnan Hariharan | Kausar Munir | Gauri Shinde
Movie,Pihu,https://www.imdb.com/title/tt8458202/,https://m.media-amazon.com/images/M/MV5BODUxYjI1ODMtMTg0Yy00Mjg2LWJhZDMtMzBjYmUwNTQwMGM0XkEyXkFqcGdeQXVyNjE1OTQ0NjA@._V1_.jpg,"A two year old must fend for herself when her mother suddenly passes by away while her father is gone for a conference, leaving her prone to danger.",6.7,Drama | Thriller,2018-11-16,based on true story,PT1H31M,Rahul Bagga | Pihu Myra Vishwakarma | Prerna Vishwakarma,Vinod Kapri,
Movie,Sultan,https://www.imdb.com/title/tt4832640/,https://m.media-amazon.com/images/M/MV5BNDc0OTU3M2MtMGFhMi00ZGVlLWI4YmItODA1ZTc0OGY0NmJlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,,7,Action | Drama | Sport,2016-07-06,"wrestler,wrestling,mixed martial arts,ego,tank top",PT2H50M,Salman Khan | Anushka Sharma | Randeep Hooda,Ali Abbas Zafar,Ali Abbas Zafar
TVSeries,Little Things,https://www.imdb.com/title/tt6522580/,https://m.media-amazon.com/images/M/MV5BZWI4NjY1MmQtN2QwNS00YTQwLWJlNDItMjZjMjE1ODk3MzI4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"A cohabiting couple in their 20s navigate the ups and downs of work, modern-day relationships and finding themselves in contemporary Mumbai.",8.2,Comedy | Romance,2016-10-25,"relationship drama,love,steamy romance,boyfriend girlfriend relationship,web series",,Dhruv Sehgal | Mithila Palkar | Navni Parihar,,Dhruv Sehgal | Abhinandan Sridhar
Movie,Fan,https://www.imdb.com/title/tt3495026/,https://m.media-amazon.com/images/M/MV5BYTk1MjNlMTYtYmE5OS00ZjgzLTg1MjktYzY2YjdhMDQzNzA4XkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_.jpg,,6.9,Action | Drama | Thriller,2016-04-15,"mumbai india,india,london england,croatia,dubrovnik",PT2H22M,Shah Rukh Khan | Shriya Pilgaonkar | Sayani Gupta,Maneesh Sharma,Maneesh Sharma | Habib Faisal | Sharat Katariya
Movie,Pink,https://www.imdb.com/title/tt5571734/,https://m.media-amazon.com/images/M/MV5BNGI1MTI1YTQtY2QwYi00YzUzLTg3NWYtNzExZDlhOTZmZWU0XkEyXkFqcGdeQXVyMDkwNTkwNg@@._V1_.jpg,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",8.1,Crime | Drama | Thriller,2016-09-16,"courtroom drama,courtroom,lawyer,attempted rape,rape and revenge",PT2H16M,Amitabh Bachchan | Taapsee Pannu | Kirti Kulhari,Aniruddha Roy Chowdhury,Shoojit Sircar | Aniruddha Roy Chowdhury | Ritesh Shah
Movie,Shivaay,https://www.imdb.com/title/tt3771536/,https://m.media-amazon.com/images/M/MV5BZWNkZjEzZTctMGM1NC00MTJhLTlkMDEtODJlOGRjNjY2NGE4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,A skilled mountaineer races against time to rescue his mute daughter from the clutches of human traffickers in Bulgaria.,6.1,Action | Adventure | Crime,2016-10-28,"snow adventure,child kidnapping,mountain,character name as title,reference to shiva the hindu deity",PT2H33M,Ajay Devgn | Abigail Eames | Erika Kaar,Ajay Devgn,Sandeep Shrivastava
