type,name,url,poster_url,description,rating,genre,datePublished,keywords,duration,actors,director,creator
Movie,The White Tiger,https://www.imdb.com/title/tt6571548/,https://m.media-amazon.com/images/M/MV5BMDVkMDRkMzItN2EyYS00ZTI5LTljYzgtNzRmZDQ0OTQ3M2VjXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg,,7.1,Crime | Drama,2021-01-22,"village,class,reference to facebook,reference to the internet,rooster",PT2H5M,Adarsh Gourav | Rajkummar Rao | Priyanka Chopra Jonas,Ramin Bahrani,Ramin Bahrani | Aravind Adiga
TVSeries,Aspirants,https://www.imdb.com/title/tt14392248/,https://m.media-amazon.com/images/M/MV5BMjM3ZTRiMzgtMjIxZC00ZTdlLTliMGEtYWQ2YTczMmUyMzE5XkEyXkFqcGdeQXVyNDY4NjAxNTc@._V1_.jpg,,9.2,Drama,2021-04-07,"upsc,ias aspirant,friendship,competitive exam",,Naveen Kasturia | Shivankit Singh Parihar | Abhilash Thapliyal,,Arunabh Kumar | Shreyansh Pandey
Movie,Shiddat,https://www.imdb.com/title/tt11314148/,https://m.media-amazon.com/images/M/MV5BN2U2NzcyYWQtYWRkNi00NWE2LWFlN2UtMjY0MzJkMWQzZDI2XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_.jpg,"A passionate love story involving two couples which highlights the contrast between a regular, mature yet egoistic husband and a unique, happy go lucky, enamored, overzealous boy chasing after the love of his life.",7.7,Romance,2021-10-01,"couple,male rear nudity,love,dancing,swimming",PT2H26M,Sunny Kaushal | Radhika Madan | Mohit Raina,Kunal Deshmukh,Shridhar Raghavan | Dheeraj Rattan | Pooja Ladha Surti
Movie,Sardar Udham,https://www.imdb.com/title/tt10280296/,https://m.media-amazon.com/images/M/MV5BZGFhNTYwZmMtNzk4Ny00MTExLThjMWUtNjYzMTEwZjEzMWQ3XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_.jpg,A biopic detailing the 2 decades that Punjabi Sikh revolutionary Udham Singh spent planning the assassination of the man responsible for the Jallianwala Bagh massacre.,8.4,Biography | Crime | Drama,2021-10-16,"freedom fighter,reference to jallianwala bagh india,freedom,assassination,british general",PT2H44M,Vicky Kaushal | Shaun Scott | Stephen Hogan,Shoojit Sircar,Shubhendu Bhattacharya | Ritesh Shah
TVSeries,Dhindora,https://www.imdb.com/title/tt14650074/,https://m.media-amazon.com/images/M/MV5BZWM2ZGMzMTktMDVkNS00ZTNhLWFhMDEtMzA2NzU4NGI4NzQ2XkEyXkFqcGdeQXVyMTM5MTQzOTQ0._V1_.jpg,"It revolves around Bhuvan and his family&apos;s everyday lives, when an unexpected purchase leads to a series of events and depicts every common man&apos;s larger than life dreams.",8.8,Comedy | Drama,2021-10-14,dream,,Bhuvan Bam | Gayatri Bhardwaj | Jeeveshu Ahluwalia,,Bhuvan Bam
TVSeries,The Devil Inside,https://www.imdb.com/title/tt15235748/,https://m.media-amazon.com/images/M/MV5BZGY3OWVjNjItYzU1Ny00ZjgwLTkzZjgtYjJlNjY3ZmFhNDFjXkEyXkFqcGdeQXVyNjQ2MjQ4MzQ@._V1_.jpg,"Smitten by his employee&apos;s new bride, a rich boss offers a hefty amount of money to sleep with her.",7.5,Drama,2021-08-13,lust,,Sharib Hashmi | Arshi Khan | Ananya Raj,,
Movie,Shershaah,https://www.imdb.com/title/tt10295212/,https://m.media-amazon.com/images/M/MV5BMjk1NzcwMDUtNDU4ZC00MzlhLTkzZjAtM2MxMTRjZGE0ODdhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"Shershaah is the story of PVC awardee Indian soldier Capt. Vikram Batra, whose bravery and unflinching courage in chasing the Pakistani soldiers out of Indian territory contributed immensely in India finally winning the Kargil War...",8.3,Action | Biography | Drama,2021-08-12,"soldier,kargil war,indian army,pakistan,indo pak",PT2H15M,Sidharth Malhotra | Kiara Advani | Shiv Panditt,Vishnuvardhan,Sandeep Shrivastava
Movie,Mimi,https://www.imdb.com/title/tt10895576/,https://m.media-amazon.com/images/M/MV5BNDIzMmUwZGEtNjAxYS00ZThlLWIxMjUtMDJiNDk2YTkyMWJhXkEyXkFqcGdeQXVyODc2ODg0NDg@._V1_.jpg,Mimi is introduced by Bhanu to an American couple as a surrogate in exchange for Rs 2 million. She decides to have the baby even when they change their mind and tells her parent that Bhanu is the father.,7.9,Comedy | Drama,2021-07-26,"childbirth,surrogacy,surrogate mother,dramedy,small town",PT2H12M,Kriti Sanon | Evelyn Edwards | Pankaj Tripathi,Rajesh Bhatia | Laxman Utekar,Laxman Utekar | Rohan Shankar | Samruoddhi Porey
Movie,83,https://www.imdb.com/title/tt7518786/,https://m.media-amazon.com/images/M/MV5BNWVlNWMwNTctYThiMS00ZjY1LWE5OGUtYTgzMTk2MmM4YThiXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_.jpg,,7.5,Biography | Drama | History,2021-12-24,"indian cricket team,cricket the sport,1983 cricket world cup,year 1983,cricket player",PT2H42M,Ranveer Singh | Deepika Padukone | Tahir Raj Bhasin,Kabir Khan,Sumit Arora | Vasan Bala | Sanjay Puran Singh Chauhan
TVSeries,House of Secrets: The Burari Deaths,https://www.imdb.com/title/tt14167390/,https://m.media-amazon.com/images/M/MV5BZmVhNDY4ODEtMGY2My00MDZjLThjMmItYTE0OGYyMjJjZTkwXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_.jpg,"Suicide, murder or something else? This docuseries examines chilling truths and theories around the deaths of 11 members of a Delhi family.",7.4,Documentary | Crime | History,2021-10-08,"true crime,murder,criminal,house,tv mini series",,Manoj Kumar | Naresh Bhatia | Vishal Anand,,Leena Yadav
