type,name,url,poster_url,description,rating,genre,datePublished,keywords,duration,actors,director,creator
Movie,Saagar,https://www.imdb.com/title/tt0152256/,https://m.media-amazon.com/images/M/MV5BNGQ3MzI3OWMtMzFiYS00MWY1LWE5ZDktNjNhZmIyZjg5M2NlXkEyXkFqcGdeQXVyOTIzODUxMjk@._V1_.jpg,"Raja, a fisherman is secretly in love with Mona. When wealthy Ravi comes to live with his grandmother, Kamladevi, he sees Mona and falls in love with her. Mona also reciprocates his love. Raja is devastated by this turn of events....",6.9,Drama | Romance,1985-08-09,"lust,bar,love,village,friend",PT3H6M,Rishi Kapoor | Kamal Haasan | Dimple Kapadia,Ramesh Sippy,Javed Akhtar
Movie,Ghulami,https://www.imdb.com/title/tt0089201/,https://m.media-amazon.com/images/M/MV5BZDU0ZmM5ZWEtM2UwMy00YTkzLTg3Y2YtMTMwN2NmNTNkNmE5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,"In feudal Rajasthan, a bunch of peasants rise up against the exploitative landowners and the age-old system of caste-based oppression.",7.4,Action | Drama,1985-06-28,"love,friendship,violence,rural setting,debt",PT3H19M,Dharmendra | Mithun Chakraborty | Naseeruddin Shah,J.P. Dutta,O.P. Dutta
TVSeries,Vikram Aur Betaal,https://www.imdb.com/title/tt0390792/,https://m.media-amazon.com/images/M/MV5BOTRjZjc1NjItODNkMC00MGJlLWE5YTUtN2E3NTA4Y2EyMzE4XkEyXkFqcGdeQXVyNDY3ODQyMzE@._V1_.jpg,"Based on India mythological collection of 25 stories known as Baital Pachisi. It revolves around the Kind Vikram who is tasked to capture a Betaal, a celestial spirit analogus to Vampire. The Betaal during journey narrates a story...",8.3,Fantasy,1985-10-13,spirit,,Arun Govil | Sajjan | Mulraj Rajda,,
Movie,Mard,https://www.imdb.com/title/tt0089552/,https://m.media-amazon.com/images/M/MV5BN2MwZTAwOTktMzhhOC00N2JiLTkwZTgtYzljMjcxNGJhOTQ3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,"King Azad gets locked in a dungeon by the British general Dyer who wants to take over his kingdom. Years later, Azad&apos;s son decides to put an end to Dyer&apos;s tyranny and comes to his father&apos;s rescue.",6.2,Action | Drama | Romance,1985-11-08,"torture,king,cruelty,strength,ethnic slur",PT2H57M,Amitabh Bachchan | Amrita Singh | Nirupa Roy,Manmohan Desai,Inder Raj Anand | Pushpa Raj Anand | Sohel Don
Movie,Oru Kaidhiyin Diary,https://www.imdb.com/title/tt0155928/,https://m.media-amazon.com/images/M/MV5BMzc4ZjRiMGYtNzM3Zi00MGY1LTg3MzctZGQxOWVkNGM1NWVjXkEyXkFqcGdeQXVyODEzOTQwNTY@._V1_.jpg,"Though David is loyal to Suryaprakash, a politician, he rapes and kills David&apos;s wife and sends him to jail. He comes back from jail, after serving life imprisonment to exact his revenge.",7.2,Crime | Drama | Thriller,1985-01-14,"revenge,rape,rape and revenge,politician,doctor",PT2H32M,Kamal Haasan | Revathi | Radha,Bharathiraja,Bhagyaraj | G.M. Kumar
Movie,Teri Meherbaniyan,https://www.imdb.com/title/tt0350195/,https://m.media-amazon.com/images/M/MV5BMDJmYzIzMmYtNmI4Yy00ODdlLWJmMWQtOWY5YWExYmY2MjUzXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,,5.4,Action | Crime | Drama,1985-10-01,"master dog relationship,loyalty,rain,whipping,village",PT2H20M,Jackie Shroff | Poonam Dhillon | Raj Kiran,Vijay Reddy,Jagdish Kanwal | Abbiah Naidu | Shanmugam Sundaram
Movie,Adventures of Tarzan,https://www.imdb.com/title/tt0364049/,https://m.media-amazon.com/images/M/MV5BYjc4Y2VjMDgtYjJjNi00MjEwLWFiZGMtYjI2ZmYyMDNiYzM2XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,A hunter is assigned the task of capturing an ape man named Tarzan and hand him over to the owner of a circus.,4.5,Action | Adventure | Comedy,1985-12-13,"bare chested male,rescue,father daughter relationship,woman in jeopardy,jungle",PT2H15M,Kimi Katkar | Dalip Tahil | Om Shivpuri,Babbar Subhash,Rahi Masoom Reza | Babbar Subhash
Movie,Meri Jung,https://www.imdb.com/title/tt0084324/,https://m.media-amazon.com/images/M/MV5BYTc4MGYwMDQtYTQxMy00NDc4LTlmNzctOGI0MWMxOWNlNjUyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,,7.2,Action | Drama,1985-08-11,"lawyer,murder,insanity,mother son reunion,doctor",PT2H44M,Anil Kapoor | Girish Karnad | Nutan,Subhash Ghai,Javed Akhtar
Movie,Ram Teri Ganga Maili,https://www.imdb.com/title/tt0152139/,https://m.media-amazon.com/images/M/MV5BMjAwNDE4Nzk4NF5BMl5BanBnXkFtZTYwMTUzMjQ5._V1_.jpg,"In order to give her son a good future, Ganga sets out on a journey to Kolkata to find her husband who left her.",6.5,Drama | Musical | Romance,1985-07-25,"baby,journey,brothel,unwed mother,female protagonist",PT2H58M,Rajeev Kapoor | Mandakini | Divya Rana,Raj Kapoor,Raj Kapoor | V.P. Sathe | K.K. Singh
Movie,Sur Sangam,https://www.imdb.com/title/tt0360050/,https://m.media-amazon.com/images/M/MV5BMTA4MTk4NjktZThiOS00NzlmLTk1ZGItZDcwOGMyYWQzOWFiXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_.jpg,"The last thread of the Great tradition of Indian Classical Music, Pandit Shivshankar Shastri (Girish Karnad), is worried about whom to shoulder the responsibility - It&apos;s the quest of a great musical mind to find his true prodigy! ...",6.9,Comedy | Drama | Musical,1985-09-11,,PT2H29M,Girish Karnad | Jaya Prada | Sachin Pilgaonkar,K. Viswanath,Vasant Dev | S.P. Dubey | K. Viswanath
