type,name,url,poster_url,description,rating,genre,datePublished,keywords,duration,actors,director,creator
Movie,Paheli,https://www.imdb.com/title/tt0451850/,https://m.media-amazon.com/images/M/MV5BMjNmMDJjZWEtMTRjMS00YzMwLWI2NzMtYjY3YjA2NzY3ZWViXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,A folk tale - supernatural love story about a ghost who falls in love with a newlywed woman.,6.4,Comedy | Drama | Fantasy,2005-06-24,"based on folk tale,ghost,wedding night,village chief,magic",PT2H20M,Shah Rukh Khan | Rani Mukerji | Anupam Kher,Amol Palekar,Vijayadan Detha | Sandhya Gokhale | Amol Palekar
Movie,Water,https://www.imdb.com/title/tt0240200/,https://m.media-amazon.com/images/M/MV5BZmQ4ODNjNjctYzkxYS00N2MzLWE0ZTctOGVkYzM2NjRmZDMyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"Set in colonial India against Gandhi&apos;s rise to power, it&apos;s the story of 8-year-old Chuyia, who is widowed and sent to a home to live in penitence; once there, Chuyia&apos;s feisty presence deeply affects the lives of the other residents.",7.7,Drama,2007-03-09,"third part,old woman,page torn from a book,reference to krishna the hindu deity,reference to shiva the hindu deity",PT1H57M,Lisa Ray | John Abraham | Seema Biswas,Deepa Mehta,Deepa Mehta | Anurag Kashyap
Movie,Black,https://www.imdb.com/title/tt0375611/,https://m.media-amazon.com/images/M/MV5BNTI5MmE5M2UtZjIzYS00M2JjLWIwNDItYTY2ZWNiODBmYTBiXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,"The cathartic tale of a young woman who can&apos;t see, hear, or speak, and the teacher who brings a ray of light into her dark world.",8.1,Drama,2005-02-04,"deafblindness,deaf,mute,deaf blind,deaf mute",PT2H2M,Amitabh Bachchan | Rani Mukerji | Shernaz Patel,Sanjay Leela Bhansali,Sanjay Leela Bhansali | Bhavani Iyer | Prakash Kapadia
Movie,Salaam Namaste,https://www.imdb.com/title/tt0456165/,https://m.media-amazon.com/images/M/MV5BMjlmOWRhYmUtYmYxYi00Mzg0LTllOTYtNTE0MDEyNzQzODA0XkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_.jpg,,6.1,Comedy | Drama | Romance,2005-09-09,"chef,stupidity,melbourne australia,sex,wedding",PT2H38M,Saif Ali Khan | Preity G Zinta | Arshad Warsi,Siddharth Anand,Siddharth Anand | Habib Faisal | Abbas Tyrewala
TVSeries,Baa Bahoo Aur Baby,https://www.imdb.com/title/tt4662064/,https://m.media-amazon.com/images/M/MV5BMTcxYzI3ZGEtMzg0YS00NjFhLTk3YzYtYzQ1ODJhMzQ1N2RlXkEyXkFqcGdeQXVyNDc0MDgzNTE@._V1_.jpg,"The story of an elderly woman, Godavari Thakkar, and her family: six sons, two daughters, and their spouses and children. Godavari lives in her father&apos;s huge mansion, the famous Krishna Villa in Parla East, Mumbai, given to her by...",8.4,Comedy | Drama,2005-08-05,,,Sarita Joshi | Arvind Vaidya | Benaf Dadachandji,,Aatish Kapadia | Jamnadas Majethia
Movie,Deewane Huye Paagal,https://www.imdb.com/title/tt0444781/,https://m.media-amazon.com/images/M/MV5BNmFhZjM0MjEtMjViYy00ZmFkLTg5NjQtMTNhN2JhYmYzMzUwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,"A man embarks on journey to find his love in Dubai, only to learn she has different suitors and admirers.",5.5,Action | Comedy | Drama,2005-11-25,"dubai,twin,scientist,murder,mentally challenged",PT2H38M,Shahid Kapoor | Akshay Kumar | Suniel Shetty,Vikram Bhatt,Kiran Kotrial | Neeraj Vora | Abbaas Hierapurwala
Movie,Lucky: No Time for Love,https://www.imdb.com/title/tt0449306/,https://m.media-amazon.com/images/M/MV5BMWQ2YjBiZWItYzQ5Yi00MTY2LTk3MDgtNWJlYzMzMzkzNTZiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"In a chain of unfortunate events, a 17-year-old schoolgirl narrowly escapes a possible rapist, is caught up in a terror attack, and drinks contaminated water that poisons her.",4.7,Musical | Drama | Romance,2005-04-08,"saint petersburg russia,teenage boy,terrorist,f rated,train",PT3H,Salman Khan | Sneha Ullal | Mithun Chakraborty,Radhika Rao | Vinay Sapru,Radhika Rao | Vinay Sapru | Milap Zaveri
Movie,Maine Pyaar Kyun Kiya,https://www.imdb.com/title/tt0451803/,https://m.media-amazon.com/images/M/MV5BY2UxOWRmYTMtZjc4OS00NmY3LWFhZTktMzczNTQ2MTczMTJjXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,"Samir is in love with Sonia but has unfortunately lied to her that he was already married.When she wants to meet her wife,Samir approaches his dutiful nurse Naina to play &apos;wife&apos;a drama that turns out into a comedy of errors.",5.6,Comedy | Drama | Romance,2005-07-15,"nurse,neighbor,doctor,clinic,train station",PT2H25M,Salman Khan | Sushmita Sen | Katrina Kaif,David Dhawan,Sanjay Chhel | Rumi Jaffery | Sameer
Movie,Apaharan,https://www.imdb.com/title/tt0451631/,https://m.media-amazon.com/images/M/MV5BNmMxZWVlN2YtZmQ0Ny00OWI0LThhZDQtNTFjMzMzNGVjYWUwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"Story of a tumultuous and complex relationship between a father (Mohan Agashe) and son (Ajay Devgan), set against the backdrop of a thriving kidnapping industry in the Hindi heartland of Bihar.",7.4,Action | Crime | Drama,2005-12-02,"man slaps a man,kidnapping,bihar,corruption,prison",PT2H53M,Ajay Devgn | Nana Patekar | Bipasha Basu,Prakash Jha,Prakash Jha | Shridhar Raghavan | Manoj Tyagi
Movie,Sehar,https://www.imdb.com/title/tt0477857/,https://m.media-amazon.com/images/M/MV5BYzI0ODJkMDAtNzZmNi00OWYyLWI0YjQtOGViNzI3MDc5ODJkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"Ajay Kumar the newly appointed, honest SSP of Lucknow police cracks down on the nefarious cop-mafia nexus in Uttar Pradesh, but finds a cunning and ruthless adversary in Gajraj.",7.7,Action | Crime | Drama,2005-07-29,"police,true crime,based on true story",PT2H5M,Arshad Warsi | Pankaj Kapur | Mahima Chaudhry,Kabeer Kaushik,Kabeer Kaushik
Movie,Rog,https://www.imdb.com/title/tt0443208/,https://m.media-amazon.com/images/M/MV5BY2Y1NGE1ZjktNjk5NS00NGE4LWJkM2UtNjVmMTkwODQ4ZDQ2XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_.jpg,A lonely and insomniac detective falls in love with a dead woman whose murder he is investigating.,5.2,Mystery | Romance | Thriller,2005-01-07,"murder,model,detective,bathroom,premarital sex",PT1H55M,Irrfan Khan | Ilene Hamann | Himanshu Malik,Himanshu Brahmbhatt,Mahesh Bhatt | Subodh Chopra | Niranjan Iyengar
Movie,Zeher,https://www.imdb.com/title/tt0451983/,https://m.media-amazon.com/images/M/MV5BNGJlMTRmOGItYjk4ZC00Yjg4LWJhYTQtMzI5YWUzODA5ZDEwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,"Siddharth and Sonia are happily married to each other until Anna walks into Siddharth&apos;s life. Things takes a worst turn, when Anna gets killed and Siddharth finds himself in deep trouble.",5.6,Crime | Drama | Mystery,2005-03-25,"cheating wife,cheating husband,police,infidelity,unfaithfulness",PT2H12M,Emraan Hashmi | Shamita Shetty | Udita Goswami,Mohit Suri,Mahesh Bhatt
Movie,No Entry,https://www.imdb.com/title/tt0451833/,https://m.media-amazon.com/images/M/MV5BZGE1ZDcxNTYtOTA0ZS00ZDEyLTgzZDktZTY3NzQ5ODI5OTYzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"Kishan and Sunny&apos;s life are troubled after their womanizing friend Prem sets them up with a hooker named Bobby, leading to web of lies and confusions.",6.6,Comedy | Drama | Musical,2005-08-26,"prostitute,bloopers during credits,suspicious wife,south africa,shopping mall",PT2H38M,Salman Khan | Anil Kapoor | Fardeen Khan,Anees Bazmee,Anees Bazmee
TVSeries,Akkad Bakkad Bambey Bo,https://www.imdb.com/title/tt5201128/,https://m.media-amazon.com/images/M/MV5BYzg5NzUyOGYtNjhiNi00NmM4LTg3MzEtZjVjOWFlZGE0ZDdkXkEyXkFqcGdeQXVyNzM4MjU3NzY@._V1_.jpg,"The story revolves around the life of a ghost of a road side vendor, who has to perform a certain number of good deeds to go on to heaven, and his upmarket friends who he refers to as babua log.",7.6,Fantasy,2005-10-31,,,Vivek Mashru | Vijay Ganju | Sheetal Maulik,,
Movie,Kyon Ki...,https://www.imdb.com/title/tt0451787/,https://m.media-amazon.com/images/M/MV5BYWI2N2VjN2ItY2ViNS00MmQ1LWFjOWEtOTU5ZDA4MDQ1NWVkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"After learning the sad truth about a patient, a female psychiatrist falls in love with him.",5.5,Drama | Romance,2005-11-03,"psychiatric patient,false accusation,drowning,swimming pool,singer",PT2H40M,Salman Khan | Kareena Kapoor | Rimi Sen,Priyadarshan,Sanjay Chhel
